Producto;DescripciÃ³n;Fabricante;Costo;Stock Total
3RT26271AP65;contactor para condensador, AC-6b 25 kVAr, /400 V, tripolar, 220 V AC, 50 Hz/240 V, 60 Hz, contactos auxiliares: 1 NA + 2 NC, borne de tornillo, tamaño: S0;39;94.09;5.0
3RT26361AL23;contactor para condensador, AC-6b 50 kVAr, /400 V, tripolar, 230 V AC, 50/60 Hz, contactos auxiliares: 1 NA + 1 NC, borne de tornillo, tamaño: S2;39;186.55;0.0
3RT26361NP35;contactor para condensador, AC-6b 50 kVAr, /400 V, tripolar, 175-280 V AC/DC, 50/60 Hz, con varistor integrado, contactos auxiliares: 2 NC, borne de tornillo, tamaño: S2;39;481.65;10.0
3RT29161BB00;VARISTOR , AC 24...48V, DC, P/CONTACTOR;39;13.12;0.0
3RT29272PA01;variante con temporizador neumático de bloque de contactos auxiliares, retardado a la excitación, 1-30 s, 1 NA + 1 NC, para montar en contactores 3RT202;39;79.0;0.0
3RT29272PR01;variante con temporizador neumático de bloque de contactos auxiliares, retardado a desexcitación 1-30 s, 1 NA + 1 NC, para montar en contactores 3RT202;39;79.0;0.0
3RT29345AP61;bobina, 220 V AC, 50 Hz/240 V, 60 Hz, para contactores 3RT2.3.-.A;39;11.49;0.0
3RU11160JB0;RELE SOBRECARGA BIMETAL S00 0.7-1A;39;21.313336;0.0
3RU11160KB0;RELE SOBRECARGA BIMETAL S00 0.9-1.25A;39;21.313336;0.0
3RU11161AB0;RELE SOBRECARGA BIMETAL S00 1.1-1.6A;39;20.800743;0.0
3RU11161BB0;RELE SOBRECARGA BIMETAL S00 1.4-2.0A;39;21.06;0.0
3RU11161CB0;RELE SOBRECARGA BIMETAL S00 1.8-2.5A;39;22.69;0.0
3RU11161DB0;Relé de sobrecarga 2,2...3,2 A para protección de motores Tamaño S00, Clase 10 para montar en contactor Circuito principal: borne de tornillo Circuito auxiliar: borne de tornillo REARME;39;21.313336;1.0
3RU11161EB0;Relé de sobrecarga 2,8...4 A para protección de motores Tamaño S00, Clase 10 para montar en contactor Circuito principal: borne de tornillo Circuito auxiliar: borne de tornillo REARME;39;19.992155;0.0
3RU11161FB0;RELE SOBRECARGA BIMETAL S00 3.5-5A;39;22.579985;0.0
3RU11161GB0;RELE SOBRECARGA BIMETAL S00 4.5-6.3A;39;21.062414;0.0
3RU11161HB0;RELE SOBRECARGA BIMETAL S00 5.5-8A;39;19.917207;0.0
3RU11161JB0;RELE SOBRECARGA BIMETAL;39;22.68;0.0
3RU1116-1JB0;RELE SOBRECARGA BIMETAL S00 7-10A;39;22.664921;0.0
3RU11161KB0;Relé de sobrecarga 9...12 A para protección de motores Tamaño S00, Clase 10 para montar en contactor Circuito principal: borne de tornillo Circuito auxiliar: borne de tornillo REARME;39;22.68;0.0
3RU11261DB0;RELE SOBRECARGA BIMETAL S0 2.2 A 3.1A;39;24.570008;0.0
3RU11261EB0;RELE SOBRECARGA BIMETAL S0 2.8 A 4 A;39;24.570008;0.0
3RU11261FB0;RELE SOBRECARGA BIMETAL S0 3.5 A 5 A;39;24.570008;0.0
3RU11261GB0;RELE SOBRECARGA BIMETAL S0 4.5 A 6.3 A;39;24.570008;0.0
3RU11261HB0;RELE SOBRECARGA BIMETAL S0 5.5-8A;39;22.750026;0.0
3RU11261KB0;RELE SOBRECARGA BIMETAL S0 9-12.5A;39;22.599059;0.0
3RU11264AB0;RELE SOBRECARGA BIMETAL S0 11-16A;39;23.203863;0.0
3RU1126-4AB0;RELE SOBRECARGA BIMETAL S0 11-16A;39;25.442454;0.0
3RU11264BB0;RELE SOBRECARGA BIMETAL S0 14-20A;39;22.697453;0.0
3RU11264CB0;RELE SOBRECARGA BIMETAL S0 17-22A;39;23.193715;0.0
3RU11264DB0;RELE SOBRECARGA BIMETAL S0 20-25A;39;22.457539;0.0
3RU11364AB0;RELE SOBRECARGA BIMETAL S2 11-16A;39;25.349557;0.0
3RU11364BB0;Relé de sobrecarga 14...20 A para protección de motores Tamaño S2, Clase 10 para montar en contactor circuito principal: bornes de tornillo circuito auxiliar: bornes de tornillo REARME;39;25.349557;1.0
3RU11364DB0;RELE SOBRECARGA BIMETAL S2 18-25A;39;31.589971;0.0
3RU11364EB0;RELE SOBRECARGA BIMETAL 22...32 1N;39;44.33;0.0
3RU1136-4EB0;RELE SOBRECARGA BIMETAL S2 22-32A;39;44.33;0.0
3RU11364FB0;Relé de sobrecarga 28...40 A para protección de motores Tamaño S2, Clase 10 para montar en contactor circuito principal: bornes de tornillo circuito auxiliar: bornes de tornillo REARME;39;40.495693;0.0
3RU11364GB0;RELE SOBRECARGA BIMETAL S2 36-45A;39;49.985001;0.0
3RU11364HB0;RELE SOBRECARGA BIMETAL S2 40-50A;39;60.510843;0.0
3RU11464JB0;RELE SOBRECARGA BIMETAL 45....63;39;60.51;0.0
3RU1146-4JB0;RELE SOBRECARGA BIMETAL S3 45-63A;39;51.999923;0.0
3RU11464KB0;RELE SOBRECARGA BIMETAL S3 57-75A;39;60.51;0.0
3RU11464LB0;RELE SOBRECARGA BIMETAL S3 70-90A;39;60.52;0.0
3RU11464MB0;RELE SOBRECARGA BIMETAL S3 80-100A;39;82.798681;0.0
3RU1916-3AA01;ACCESORIO P/FIJ. INDEPENDIENTE S00;39;3.190915;0.0
3RU19263AA01;ACCESORIO P/FIJ. INDEPENDIENTE S0;39;8.278642;0.0
3RU19363AA01;ACCESORIO P/FIJ. INDEPENDIENTE S2;39;14.466834;0.0
3RU19463AA01;ACCESORIO P/FIJ. INDEPENDIENTE S3;39;8.28;0.0
3RU2114AA10;GUARDAMOTOR 16 A P/SO;39;49.81;0.0
3RU21160JB0;Relé de sobrecarga 0,70...1,0 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;37.7;0.0
3RU21160KB0;Relé de sobrecarga 0,90...1,25 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;19.0;0.0
3RU21161AB0;Relé de sobrecarga 1,1...1,6 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;2.0
3RU21161BB0;Relé de sobrecarga 1,4...2,0 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;30.079994;3.0
3RU21161CB0;Relé de sobrecarga 1,8...2,5 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;2.0
3RU21161DB0;Relé de sobrecarga 2,2...3,2 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.687566;8.0
3RU21161EB0;Relé de sobrecarga 2,8...4,0 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;3.0
3RU21161FB0;Relé de sobrecarga 3,5...5,0 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;30.428333;3.0
3RU21161GB0;Relé de sobrecarga 4,5...6,3 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.001399;2.0
3RU21161HB0;Relé de sobrecarga 5,5...8,0 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;4.0
3RU21161JB0;Relé de sobrecarga 7,0...10 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;5.0
3RU21161KB0;Relé de sobrecarga 9,0...12,5 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.77;4.0
3RU21161KD0;RELE TERMICO SOBRECARGA 9-12 AMP;39;22.681474;0.0
3RU21164AB0;Relé de sobrecarga 11...16 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;31.6875;2.0
3RU21164BA0;Relé de sobrecarga 11...16 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;29.65;0.0
3RU2116ABA0;Relé de sobrecarga 0,11...0,16 A térmico para protección de motores tamaño S00, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;20.868844;0.0
3RU21264AB0;Relé de sobrecarga 11...16 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;34.11;1.0
3RU21264BB0;Relé de sobrecarga 14...20 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;34.11;0.0
3RU21264CB0;Relé de sobrecarga 17...22 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;34.11;0.0
3RU21264DB0;Relé de sobrecarga 20...25 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;34.11;3.0
3RU21264EB0;Relé de sobrecarga 27...32 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;52.36;1.0
3RU21264FB0;Relé de sobrecarga 34...40 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;48.359995;1.0
3RU21264NB0;Relé de sobrecarga 23...28 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;44.49;0.0
3RU21264PB0;Relé de sobrecarga 30...36 A térmico para protección de motores tamaño S0, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;43.90502;0.0
3RU21364EB0;Relé de sobrecarga 22...32 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;58.07;0.0
3RU21364FB0;Relé de sobrecarga 28...40 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;58.07;1.0
3RU21364FB1;Relé de sobrecarga 28...40 A térmico para protección de motores tamaño S2, clase 10 instalación independiente Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;70.77;0.0
3RU21364GB0;Relé de sobrecarga 36...45 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;66.87;0.0
3RU21364HB0;Relé de sobrecarga 40... 50 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;79.63;2.0
3RU21364JB0;Relé de sobrecarga 54...65 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;66.592048;0.0
3RU21364KD0;Relé de sobrecarga 62...73 A térmico para protección de motores tamaño S2, clase 10A para montar en contactor Circuito principal: atornillable Circuito auxiliar: borne resorte Rearme;39;78.578;3.0
3RU21364QB0;Relé de sobrecarga 47...57 A térmico para protección de motores tamaño S2, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;79.63;0.0
3RU21364RB0;Relé de sobrecarga 70...80 A térmico para protección de motores tamaño S2, clase 10A para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;72.79;0.0
3RU21364SB0;RELE BIMETAL 54-65A S2;39;55.64;0.0
3RU21464LB0;Relé de sobrecarga 70...90 A térmico para protección de motores tamaño S3, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;92.39;1.0
3RU21464MB0;Relé de sobrecarga 80...100 A térmico para protección de motores tamaño S3, clase 10 para montar en contactor Circuito principal: atornillable circuito auxiliar: atornillable Rearme;39;108.1;2.0
3RU29163AA01;PZA PARA MONTAJE INDEP, S00.;39;6.177273;18.0
3RU29263AA01;PZA PARA MONTAJE INDEP, S0;39;7.71;4.0
3RU29363AA01;PZA PARA MONTAJE INDEP, S2;39;8.57;0.0
3RU29463AA01;SOPORTE DE MONTAJE INDEPENDIENTE S3;39;0.0;0.0
3RV10110EA10;GUARDAMOTOR S00 0.28 A .40 A;39;32.18001;0.0
3RV10110GA10;GUARDAMOTOR S00 0.45-0.63A;39;20.370056;0.0
3RV10110HA10;GUARDAMOTOR S00 0.55-0.80A;39;25.740046;0.0
3RV10110JA10;GUARDAMOTOR S00 0.7-1.0A;39;31.199955;0.0
3RV1011-0KA10;GUARDAMOTOR S00 0.9-1.25A;39;36.750126;0.0
3RV10111AA10;GUARDAMOTOR S00 1.1 A 1.6;39;36.470011;0.0
3RV10111BA10;GUARDAMOTOR S00 1.4-2.A;39;35.099847;0.0
3RV10111CA10;GUARDAMOTOR S00 1.8-2.5A;39;38.382521;0.0
3RV10111DA10;GUARDAMOTOR S00 2.2-3.2A;39;37.328657;0.0
3RV10111EA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 2,8...4 A Disparador de cortocircuito 52 A borne de tornillo poder;39;42.651502;0.0
3RV10111FA10;GUARDAMOTOR S00 3.5-5A;39;33.560061;0.0
3RV10111GA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 4,5...6,3 A Disparador de cortocircuito 82 A borne de tornillo poder;39;32.426128;0.0
3RV1011-1GA10;GUARDAMOTOR S00 4.5-6.3A;39;32.79646;0.0
3RV10111GA15;GUARDAMOTOR S00;39;35.100295;0.0
3RV10111HA10;GUARDAMOTOR S00 5.5-8A;39;35.099847;0.0
3RV10111JA10;GUARDAMOTOR S00 7-10A;39;39.229725;0.0
3RV1011-1JA10;DUPLICADO GUARDAMOTOR SIRIUS  DE 7-10A S00 ::(Bloqueado);39;33.369847;0.0
3RV10111KA10;GUARDAMOTOR S00 9.0-12A;39;37.983225;0.0
3RV10211AA10;GUARDAMOTOR S0 1.1-1.6A;39;25.590071;0.0
3RV10211GA10;GUARDAMOTOR S0 4.5  6.3;39;30.670079;0.0
3RV10211HA10;GUARDAMOTOR S0 5.5-8.0A;39;26.250072;0.0
3RV10211KA10;GUARDAMOTOR S0 9-12.5A;39;47.190045;0.0
3RV10214AA10;GUARDAMOTOR S0 11-16A;39;41.214403;0.0
3RV10214BA10;GUARDAMOTOR S0 14-20A;39;46.200297;0.0
3RV10214CA10;GUARDAMOTOR S0 17-22A;39;49.5;0.0
3RV10214DA10;GUARDAMOTOR S0 20-25A;39;59.349503;0.0
3RV10314DA10;GUARDAMOTOR S2 18-25A;39;71.50972;0.0
3RV10314EA10;GUARDAMOTOR S2 22-32A;39;75.833459;0.0
3RV10314FA10;GUARDAMOTOR S2 28-40A;39;109.2;0.0
3RV10314GA10;GUARDAMOTOR S2 36-45A;39;134.605905;0.0
3RV10314HA10;GUARDAMOTOR S2 40-50A;39;144.949976;1.0
3RV10414JA10;Interruptor automático tamaño S3 para protección de motores, Clase 10 Disparador por sobrecarga con retardo según intensidad 45...63 A Disparador de cortocircuito 819 A borne de tornillo poder;39;152.28854;0.0
3RV1041-4JA10;DUPLICADO GUARDAMOTOR  SIRIUS 45-63A S3;39;120.0;0.0
3RV10414KA10;Interruptor automático tamaño S3 para protección de motores, Clase 10 Disparador por sobrecarga con retardo según intensidad 57...75 A Disparador de cortocircuito 975 A borne de tornillo poder;39;110.5;0.0
3RV10414LA10;GUARDAMOTOR S3 70-90A;39;175.5;0.0
3RV10414MA10;GUARDAMOTOR S2 80-100A;39;150.537602;0.0
3RV19011A;Bloque contactos aux. adosable en lateral 1 NA+1 NC para interruptor automático tamaño S00...S3 !!! Producto a extinguir El sucesor es SIRIUS 3RV2 El sucesor preferido es;39;6.605574;0.0
3RV19011E;CONTACTO AUXILIAR FRONTAL 1NA+1NC;39;6.629855;0.0
3RV19131CA00;CAJA PLAST. P/GUARDAMOTOR S00 IP65;39;10.4;0.0
3RV1915-1AB;Embarrados trifásicos Distancia entre dientes 45 mm para 2 interruptores Conexiones con forma de horquilla;39;13.0;3.0
3RV1915-1DB;PIEZA UNION,  3 FASES  HASTA 5 SWITCHES;39;9.75;0.0
3RV19155A;Borne de alimentación trifásico para embarrado trifásico para tamaño S0 y S00 Conexión desde arriba Conexiones con forma de pin;39;13.0;1.0
3RV19175AA00;CONNETION PLUG FOR THE MSP SIZE S00 WITH CAGE CLAMP CONNETION;39;9.33;0.0
3RV1923-1CA00;Caja de superficie de material aislante grado de protección IP55 con borne N y borne de puesta a tierra PE bloqueable en posición O 54 mm con paso de paso de cables sin homologación UL/CSA;39;13.7;3.0
3RV19331DA00;CAJA PLAST. P/GUARDAMOTOR S2 IP65;39;39.0;0.0
3RV20110AA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,11...0,16 A Disparador de cortocircuito 2,1 A borne de tornillo;39;35.95;4.0
3RV20110EA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,28...0,4 A Disparador de cortocircuito 5,2 A borne de tornillo;39;43.15;0.0
3RV20110GA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,45...0,63 A Disparador de cortocircuito 8,2 A borne de tornillo;39;44.98253;0.0
3RV20110HA10;GUARDAMOTOR 0.55-0.8A, S00;39;46.33;5.0
3RV20110JA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,7...1 A Disparador de cortocircuito 13 A borne de tornillo poder;39;46.33;5.0
3RV20110KA0;GUARDAMOTOR 0.9-1.25 A , S00;39;39.91;0.0
3RV20110KA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 0,9...1,25 A Disparador de cortocircuito 16 A borne de tornillo;39;49.04;3.0
3RV20110KA20;GUARDAMOTOR 0.9-1.25 A , S00;39;0.0;0.0
3RV20111AA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 1,1...1,6 A Disparador de cortocircuito 21 A borne de tornillo poder;39;49.04;15.0
3RV20111BA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 1,4...2 A Disparador de cortocircuito 26 A borne de tornillo poder;39;51.22;8.0
3RV20111CA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 1,8...2,5 A Disparador de cortocircuito 33 A borne de tornillo poder;39;51.203138;0.0
3RV20111DA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 2,2...3,2 A Disparador de cortocircuito 42 A borne de tornillo poder;39;51.22;5.0
3RV20111EA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 2,8...4 A Disparador de cortocircuito 52 A borne de tornillo poder;39;51.22;9.0
3RV20111FA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 3,5...5 A Disparador de cortocircuito 65 A borne de tornillo poder;39;51.22;2.0
3RV20111GA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 4,5...6,3 A Disparador de cortocircuito 82 A borne de tornillo poder;39;51.22;10.0
3RV20111HA10;interruptor automático tamaño S00 para protección de motores, clase 10 disparador por sobrecarga con retardo según intensidad 5,5...8 A disparador de cortocircuito 104 A conexión por tornillo;39;51.22;7.0
3RV20111JA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 7...10 A Disparador de cortocircuito 130 A borne de tornillo poder;39;57.222975;9.0
3RV20111KA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 9...12,5 A Disparador de cortocircuito 163 A borne de tornillo poder;39;57.23;5.0
3RV20114AA10;Interruptor automático tamaño S00 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 10...16 A Disparador de cortocircuito 208 A borne de tornillo poder;39;59.47;9.0
3RV20214BA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 13...20 A Disparador de cortocircuito 260 A borne de tornillo poder;39;61.39652;9.0
3RV20214CA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 16...22 A Disparador de cortocircuito 286 A borne de tornillo poder;39;66.2;2.0
3RV20214DA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 18...25 A Disparador de cortocircuito 325 A borne de tornillo poder;39;75.74;9.0
3RV20214EA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 27...32 A Disparador de cortocircuito 400 A borne de tornillo poder;39;95.276564;6.0
3RV20214FA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 34...40 A disparador de cortocircuito 480 A borne de tornillo poder;39;124.55;1.0
3RV20214NA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 23...28 A Disparador de cortocircuito 364 A borne de tornillo poder;39;95.93;2.0
3RV20214PA10;Interruptor automático tamaño S0 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 30...36 A Disparador de cortocircuito 432 A borne de tornillo poder;39;115.01;0.0
3RV20314EA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 22...32 A Disparador de cortocircuito 416 A borne de tornillo poder;39;132.96;1.0
3RV20314JA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 54...65 A Disparador de cortocircuito 845 A borne de tornillo poder;39;146.69;0.0
3RV20314KA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 62...73 A Disparador de cortocircuito 949 A borne de tornillo poder;39;197.48;2.0
3RV20314UA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 32...40 A Disparador de cortocircuito 585 A borne de tornillo poder;39;154.84;4.0
3RV20314VA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 35...45 A Disparador de cortocircuito 650 A borne de tornillo poder;39;170.55;6.0
3RV2031-4VA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 35...45 A Disparador de cortocircuito 650 A borne de tornillo poder;39;167.5675;0.0
3RV20314WA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 42...52 A Disparador de cortocircuito 741 A borne de tornillo poder;39;175.03;2.0
3RV20314X410;BLOQUEADO;39;0.0;0.0
3RV20314XA10;Interruptor automático tamaño S2 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 49...59 A Disparador de cortocircuito 845 A borne de tornillo poder;39;176.16;1.0
3RV20414HA10;Interruptor automático tamaño S3 para protección de motores, CLASE 10 disparador por sobrecarga con retardo según intensidad 36...50 A Disparador de cortocircuito 650 A borne de tornillo poder;39;188.5;1.0
3RV20414JA10;Interruptor automático tamaño S3 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 45...63 A Disparador de cortocircuito 819 A borne de tornillo poder;39;188.5;1.0
3RV20414KA10;Interruptor automático tamaño S3 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 57...75 A Disparador de cortocircuito 975 A borne de tornillo poder;39;332.800285;5.0
3RV20414MA10;Interruptor automático tamaño S3 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 80...100 A Disparador de cortocircuito 1300 A borne de tornillo poder;39;247.4;1.0
3RV20414YA10;Interruptor automático tamaño S3 para protección de motores, CLASE 10 Disparador por sobrecarga con retardo según intensidad 75...93 A Disparador de cortocircuito 1300 A borne de tornillo poder;39;223.84;3.0
3RV29011A;interruptor auxiliar adosable en lateral 1NA+1NC bornes de tornillo para interruptor automático 3RV2;39;7.81;24.0
3RV29011E;interruptor auxiliar transversal 1NA+1NC bornes de tornillo para interruptor automático 3RV2;39;7.810085;48.0
3RW30181BB14;Arrancador suave SIRIUS S00 17,6 A, 7,5 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;182.0;0.0
3RW30261AB14;SIRIUS ARRANCADOR SUAVE,  TAM. S0 25 A, 11 KW / 400 V, AC 200 HASTA 460 V, AC/DC 110 HASTA 230 V, CONEXION POR TORNILLO;39;246.679204;0.0
3RW30261BB04;arrancador suave SIRIUS S0 25 A, 11 kW/400 V, 40 °C AC 200-480 V, AC/DC 24 V bornes de tornillo;39;362.0;0.0
3RW30341AB14;SIRIUS ARRANCADOR SUAVE, TAM. S2 32 A, 15 KW / 400 V, AC 200 HASTA 460 V, AC/DC 110 HASTA 230 V, CONEXION POR TORNILLO;39;204.200523;0.0
3RW3044 1AB14;SIRIUS ARRANCADOR SUAVE, TAM. S3, 63 A, 30 KW / 400 V, AC 200 HASTA 460 V, AC/DC 110 HASTA 230 V, CONEXION POR TORNILLO;39;498.6;0.0
3RW3044LAB14;SIRIUS ARRANCADOR SUAVE, TAM. S3, 63 A, 30 KW / 400 V, AC 200 HASTA 460 V, AC/DC 110 HASTA 230 V, CONEXION POR TORNILLO;39;384.0;0.0
3RW3045-1AB14;ARRANC.SIKOSTART 30KW 460V 40oC;39;553.14;0.0
3RW30461AB14;arrancador suave SIRIUS S3 100 A, 55 kW/400 V, 40 °C AC 200-460 V, AC/DC 110-230 V bornes de tornillo;39;676.8;0.0
3RW4026-1BB14;arrancador suave SIRIUS S0 25 A, 11 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;246.679204;0.0
3RW4027-1BB14;arrancador suave SIRIUS S0 32 A, 15 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;420.55;0.0
3RW40361BB14;SIRIUS SOFT STARTER 45A S2;39;721.500317;0.0
3RW403811BB14;SIRIUS SOFT STARTER  S2 72A;39;719.99987;0.0
3RW40381BB14;arrancador suave SIRIUS S2 72 A, 37 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;927.55;0.0
3RW40461BB14;arrancador suave SIRIUS S3 80 A, 45 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;1007.5;0.0
3RW40471BB14;arrancador suave SIRIUS S3 106 A, 55 kW/400 V, 40 °C AC 200-480 V, AC/DC 110-230 V bornes de tornillo;39;1104.35;0.0
3RW40556BB44;arrancador suave SIRIUS S6 134 A, 75 kW/400 V, 40 °C 200-460 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es SIRIUS 3RW5,  El tipo sucesor preferido es;39;1170.0;0.0
3RW40566BB44;arrancador suave SIRIUS S6 162 A, 90 kW/400 V, 40 °C 200-460 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es SIRIUS 3RW5,  El tipo sucesor preferido es;39;1265.0;0.0
